LOG_NO,COMPLAINT_DATE,ASSIGNMENT,CASE_TYPE,CURRENT_STATUS,CURRENT_CATEGORY,FINDING_CODE,POLICE_SHOOTING,BEAT,RACE_OF_COMPLAINANT,SEX_OF_COMPLAINANT,AGE_OF_COMPLAINANT,COMPLAINT_HOUR,COMPLAINT_DAY,COMPLAINT_MONTH
1074232,03/16/2015 08:47:56 AM,IPRA,Complaint,Closed,Civil Suits,No Finding,No,912,African American / Black,Male,50-59,8,2,3
1074241,03/16/2015 12:42:27 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,114,African American / Black,Male,0-19,12,2,3
1074245,03/16/2015 05:17:13 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1115,African American / Black,Female,20-29,17,2,3
1074245,03/16/2015 05:17:13 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1115,African American / Black,Female,0-19,17,2,3
1074251,03/16/2015 08:20:51 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,414,African American / Black,Male,30-39,20,2,3
1074254,03/17/2015 09:31:47 AM,IPRA,Complaint,Closed,Miscellaneous,NOT SUSTAINED,No,312,African American / Black,Male,50-59,9,3,3
1074265,03/17/2015 07:50:50 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,424,Hispanic,Male,20-29,19,3,3
1074268,03/17/2015 11:39:23 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1113,African American / Black,Male,30-39,23,3,3
1074276,03/18/2015 03:25:16 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,1432,Hispanic,Female,20-29,15,4,3
1074279,03/18/2015 06:21:14 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,1722,Hispanic,Male,0-19,18,4,3
1074280,03/18/2015 06:58:32 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,431,African American / Black,Male,20-29,18,4,3
1074288,03/19/2015 03:57:01 PM,IPRA,Complaint,Closed,Civil Suits,NO AFFIDAVIT,No,711,African American / Black,Male,20-29,15,5,3
1074294,03/19/2015 07:15:39 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,835,African American / Black,Male,20-29,19,5,3
1074299,03/20/2015 08:46:26 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1134,African American / Black,Male,20-29,8,6,3
1074307,03/20/2015 12:16:35 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,434,African American / Black,Male,30-39,12,6,3
1074316,03/20/2015 05:25:32 PM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,2533,African American / Black,Male,30-39,17,6,3
1074319,03/21/2015 01:44:13 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,421,African American / Black,Female,20-29,1,7,3
1074323,03/21/2015 05:44:46 PM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,2221,Hispanic,Male,20-29,17,7,3
1074325,03/21/2015 06:19:29 PM,IPRA,Complaint,Closed,Domestic Violence,NO AFFIDAVIT,No,1613,Hispanic,Female,40-49,18,7,3
1074329,03/22/2015 10:38:29 AM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,1924 | 1923 | 0,African American / Black,Male,20-29,10,1,3
1074332,03/22/2015 01:40:01 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,821,Hispanic,Male,0-19,13,1,3
1074336,03/23/2015 02:44:52 PM,IPRA,Complaint,Closed,Miscellaneous,NOT SUSTAINED,No,1624,Hispanic,Male,20-29,14,2,3
1074346,03/24/2015 12:10:29 AM,IPRA,Complaint,Closed,Coercion,SUSTAINED,No,2523,Hispanic,Female,20-29,0,3,3
1074354,03/24/2015 06:45:40 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,434,Hispanic,Male,20-29,18,3,3
1074365,03/25/2015 02:09:08 PM,IPRA,Complaint,Closed,Civil Suits,NO AFFIDAVIT,No,621,African American / Black,Male,20-29,14,4,3
1074367,03/25/2015 02:39:53 PM,IPRA,Complaint,Closed,Civil Suits,NO AFFIDAVIT,No,922,Hispanic,Male,0-19,14,4,3
1074376,03/25/2015 07:59:33 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,1225,African American / Black,Female,0-19,19,4,3
1074376,03/25/2015 07:59:33 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,1225,African American / Black,Female,30-39,19,4,3
1074380,03/26/2015 12:09:37 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1522,African American / Black,Male,30-39,0,5,3
1074386,03/26/2015 11:18:29 AM,IPRA,Complaint,Closed,Civil Suits,NO AFFIDAVIT,No,334,African American / Black,Male,40-49,11,5,3
1074389,03/26/2015 12:59:00 PM,IPRA,Complaint,Closed,Miscellaneous,NO AFFIDAVIT,No,734,African American / Black,Male,20-29,12,5,3
1074390,03/26/2015 01:10:01 PM,IPRA,Notification,Closed,Firearm Discharge - No Hits,No Finding,No,1132,African American / Black,Male,20-29,13,5,3
1074395,03/26/2015 03:39:55 PM,IPRA,Complaint,Closed,Excessive Force,No Finding,No,1024,African American / Black,Female,30-39,15,5,3
1074396,03/26/2015 04:26:10 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,631,African American / Black,Male,40-49,16,5,3
1074404,03/27/2015 12:52:57 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,631,African American / Black,Male,20-29,0,6,3
1074405,03/27/2015 03:28:17 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1831,White,Male,20-29,3,6,3
1074407,03/27/2015 09:50:58 AM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,934,African American / Black,Male,40-49,9,6,3
1074412,03/27/2015 01:45:21 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,511,African American / Black,Male,0-19,13,6,3
1074416,03/27/2015 09:54:24 PM,IPRA,Complaint,Closed,Miscellaneous,SUSTAINED,No,2521,Hispanic,Male,40-49,21,6,3
1074422,03/28/2015 09:07:26 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,633,African American / Black,Male,20-29,21,7,3
1074423,03/28/2015 10:13:03 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,2232 | 2212,African American / Black,Male,0-19,22,7,3
1074425,03/28/2015 10:57:44 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,621,African American / Black,Male,20-29,22,7,3
1074426,03/29/2015 03:06:15 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1831,Hispanic,Female,30-39,3,1,3
1074434,03/29/2015 11:51:01 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,831,African American / Black,Female,40-49,23,1,3
1074435,03/30/2015 02:11:22 AM,IPRA,Complaint,Pending CPD Review,Excessive Force,SUSTAINED,No,833,Hispanic,Female,20-29,2,2,3
1074437,03/30/2015 11:52:31 AM,IPRA,Complaint,Closed,Death or Injury In Custody,No Finding,No,1134,African American / Black,Male,40-49,11,2,3
1074442,03/30/2015 03:35:26 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,633,African American / Black,Male,20-29,15,2,3
1074442,03/30/2015 03:35:26 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,633,African American / Black,Male,20-29,15,2,3
1074447,03/30/2015 08:21:41 PM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,1831,White,Male,20-29,20,2,3
1074450,03/30/2015 09:50:59 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1414,African American / Black,Male,30-39,21,2,3
1074452,03/31/2015 12:40:13 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1434,White,Male,20-29,0,3,3
1074455,03/31/2015 07:37:07 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1533,African American / Black,Male,20-29,7,3,3
1074456,03/31/2015 11:43:13 AM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,835,African American / Black,Male,40-49,11,3,3
1074462,03/31/2015 05:05:23 PM,IPRA,Complaint,Closed,Verbal Abuse,NO AFFIDAVIT,No,221,African American / Black,Female,40-49,17,3,3
1074462,03/31/2015 05:05:23 PM,IPRA,Complaint,Closed,Verbal Abuse,NO AFFIDAVIT,No,221,African American / Black,Male,20-29,17,3,3
1074473,03/31/2015 09:33:47 PM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,1923,African American / Black,Male,30-39,21,3,3
1074475,04/01/2015 08:01:36 AM,IPRA,Complaint,Closed,Verbal Abuse,NOT SUSTAINED,No,2534,African American / Black,Male,30-39,8,4,4
1074480,04/01/2015 12:35:53 PM,IPRA,Complaint,Closed,Miscellaneous,NO AFFIDAVIT,No,1533,African American / Black,Male,0-19,12,4,4
1074488,04/02/2015 12:03:24 AM,IPRA,Notification,Closed,Firearm Discharge - No Hits,No Finding,No,323,African American / Black,Male,0-19,0,5,4
1074494,04/02/2015 09:49:37 AM,IPRA,Complaint,Closed,Miscellaneous,UNFOUNDED,No,121,Asian or Pacific Islander,Female,40-49,9,5,4
1074498,04/02/2015 11:44:32 AM,IPRA,Complaint,Closed,Miscellaneous,NOT SUSTAINED,No,1932,African American / Black,Male,30-39,11,5,4
1074502,04/02/2015 02:31:35 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,211,African American / Black,Male,20-29,14,5,4
1074515,04/03/2015 02:04:34 PM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,1024,Hispanic,Male,0-19,14,6,4
1074522,04/03/2015 08:33:40 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,611,African American / Black,Male,0-19,20,6,4
1074526,04/04/2015 01:26:11 AM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,613,African American / Black,Male,20-29,1,7,4
1074534,04/04/2015 05:05:04 PM,IPRA,Complaint,Closed,Firearm Discharge - Hits,No Finding,Yes,825,African American / Black,Male,30-39,17,7,4
1074535,04/04/2015 08:35:49 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1121,African American / Black,Female,40-49,20,7,4
1074536,04/04/2015 10:05:19 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,323,African American / Black,Male,40-49,22,7,4
1074538,04/05/2015 02:31:35 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1434,White,Male,20-29,2,1,4
1074539,04/05/2015 03:00:18 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1522,African American / Black,Male,20-29,3,1,4
1074570,04/07/2015 10:08:14 AM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,1532,African American / Black,Male,0-19,10,3,4
1074577,04/07/2015 12:34:21 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,411,Hispanic,Male,20-29,12,3,4
1074595,04/08/2015 08:18:55 PM,IPRA,Complaint,Closed,Excessive Force,No Finding,No,321 | 421,African American / Black,Male,40-49,20,4,4
1074596,04/08/2015 11:00:12 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,532,Hispanic,Male,20-29,23,4,4
1074602,04/09/2015 11:46:00 AM,IPRA,Complaint,Closed,Unnecessary Display of Weapon,NO AFFIDAVIT,No,913,Hispanic,Male,20-29,11,5,4
1074602,04/09/2015 11:46:00 AM,IPRA,Complaint,Closed,Unnecessary Display of Weapon,NO AFFIDAVIT,No,913,Hispanic,Female,20-29,11,5,4
1074609,04/09/2015 09:47:22 PM,IPRA,Complaint,Closed,Unnecessary Display of Weapon,NO AFFIDAVIT,No,424,Hispanic,Male,30-39,21,5,4
1074611,04/10/2015 02:49:43 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1424,African American / Black,Male,0-19,2,6,4
1074612,04/10/2015 04:13:13 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,411,African American / Black,Male,40-49,4,6,4
1074615,04/10/2015 10:17:33 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,621,African American / Black,Male,20-29,10,6,4
1074620,04/10/2015 11:50:31 AM,IPRA,Complaint,Closed,Miscellaneous,NO AFFIDAVIT,No,1024,African American / Black,Male,0-19,11,6,4
1074620,04/10/2015 11:50:31 AM,IPRA,Complaint,Closed,Miscellaneous,NO AFFIDAVIT,No,1024,African American / Black,Male,0-19,11,6,4
1074621,04/10/2015 01:41:05 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,713,African American / Black,Male,30-39,13,6,4
1074622,04/10/2015 04:39:33 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,2013,White,Male,20-29,16,6,4
1074626,04/10/2015 07:01:26 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1113,African American / Black,Male,30-39,19,6,4
1074626,04/10/2015 07:01:26 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1113,African American / Black,Female,20-29,19,6,4
1074628,04/10/2015 10:41:45 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,1434,Hispanic,Female,40-49,22,6,4
1074637,04/12/2015 08:15:56 PM,IPRA,Complaint,Closed,Verbal Abuse,NOT SUSTAINED,No,811,White,Male,40-49,20,1,4
1074637,04/12/2015 08:15:56 PM,IPRA,Complaint,Closed,Verbal Abuse,NOT SUSTAINED,No,811,White,Female,40-49,20,1,4
1074638,04/12/2015 09:39:55 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1215,African American / Black,Male,0-19,21,1,4
1074640,04/12/2015 10:46:31 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,825,African American / Black,Male,30-39,22,1,4
1074641,04/12/2015 11:31:12 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1712,Asian or Pacific Islander,Male,50-59,23,1,4
1074642,04/13/2015 02:12:00 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,2515,White,Male,20-29,2,2,4
1074646,04/13/2015 08:32:20 AM,IPRA,Complaint,Closed,Death or Injury In Custody,No Finding,No,131,African American / Black,Male,20-29,8,2,4
1074663,04/13/2015 07:13:42 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,934,African American / Black,Male,20-29,19,2,4
1074665,04/14/2015 02:36:40 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,2522,African American / Black,Male,20-29,2,3,4
1074669,04/14/2015 03:01:32 PM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,632,White,Male,30-39,15,3,4
1074672,04/14/2015 04:40:36 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,1132,African American / Black,Male,40-49,16,3,4
1074680,04/14/2015 07:58:20 PM,IPRA,Complaint,Closed,Verbal Abuse,NO AFFIDAVIT,No,833,African American / Black,Female,20-29,19,3,4
1074684,04/15/2015 04:18:31 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1033,African American / Black,Male,20-29,4,4,4
1074686,04/15/2015 11:33:20 AM,IPRA,Complaint,Closed,Excessive Force,SUSTAINED,No,1912,African American / Black,Male,50-59,11,4,4
1074692,04/15/2015 04:23:24 PM,IPRA,Complaint,Undefined,Excessive Force,NOT SUSTAINED,No,734,African American / Black,Male,20-29,16,4,4
1074692,04/15/2015 04:23:24 PM,IPRA,Complaint,Undefined,Excessive Force,NOT SUSTAINED,No,734,African American / Black,Female,20-29,16,4,4
1074696,04/15/2015 07:40:56 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,612,African American / Black,Male,30-39,19,4,4
1074697,04/15/2015 09:20:41 PM,IPRA,Complaint,Closed,Unnecessary Display of Weapon,No Finding,No,1434,White,Male,50-59,21,4,4
1074712,04/16/2015 06:09:09 PM,IPRA,Complaint,Closed,Verbal Abuse,NOT SUSTAINED,No,1115 | 0 | 513 | 3100,African American / Black,Female,40-49,18,5,4
1074717,04/16/2015 08:53:16 PM,IPRA,Complaint,Closed,Miscellaneous,NO AFFIDAVIT,No,723,African American / Black,Female,20-29,20,5,4
1074717,04/16/2015 08:53:16 PM,IPRA,Complaint,Closed,Miscellaneous,NO AFFIDAVIT,No,723,African American / Black,Female,20-29,20,5,4
1074717,04/16/2015 08:53:16 PM,IPRA,Complaint,Closed,Miscellaneous,NO AFFIDAVIT,No,723,African American / Black,Female,20-29,20,5,4
1074719,04/16/2015 09:26:07 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,1133,African American / Black,Male,40-49,21,5,4
1074728,04/17/2015 02:35:10 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,825,African American / Black,Male,20-29,14,6,4
1074729,04/17/2015 02:49:18 PM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,1414,White,Male,60-69,14,6,4
1074735,04/17/2015 06:15:09 PM,IPRA,Notification,Closed,OC Discharge,No Finding,No,1424,African American / Black,Male,60-69,18,6,4
1074736,04/17/2015 11:44:19 PM,IPRA,Complaint,Closed,Firearm Discharge - Hits,No Finding,Yes,333,African American / Black,Male,0-19,23,6,4
1074739,04/18/2015 10:09:23 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1621,White,Male,20-29,10,7,4
1074746,04/18/2015 10:16:38 PM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,1231,African American / Black,Male,20-29,22,7,4
1074747,04/18/2015 11:17:33 PM,IPRA,Complaint,Closed,Miscellaneous,NO AFFIDAVIT,No,2532,African American / Black,Male,20-29,23,7,4
1074748,04/19/2015 04:10:18 AM,IPRA,Complaint,Closed,Miscellaneous,SUSTAINED,No,2524,African American / Black,Male,0-19,4,1,4
1074749,04/19/2015 05:23:59 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,612,African American / Black,Male,30-39,5,1,4
1074750,04/19/2015 07:04:18 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,2524,African American / Black,Male,0-19,7,1,4
1074755,04/19/2015 01:00:13 PM,IPRA,Complaint,Pending CPD Review,Domestic Violence,SUSTAINED,No,1621,Asian or Pacific Islander,Female,40-49,13,1,4
1074756,04/19/2015 04:15:59 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,722,African American / Black,Female,20-29,16,1,4
1074763,04/20/2015 04:15:04 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1631,Hispanic,Male,20-29,4,2,4
1074765,04/20/2015 11:16:16 AM,IPRA,Complaint,Closed,Verbal Abuse,NOT SUSTAINED,No,723,African American / Black,Male,20-29,11,2,4
1074765,04/20/2015 11:16:16 AM,IPRA,Complaint,Closed,Verbal Abuse,NOT SUSTAINED,No,723,African American / Black,Male,20-29,11,2,4
1074768,04/20/2015 12:22:32 PM,IPRA,Complaint,Closed,Unnecessary Display of Weapon,NOT SUSTAINED,No,1112,African American / Black,Male,20-29,12,2,4
1074777,04/20/2015 05:14:56 PM,IPRA,Complaint,Closed,Miscellaneous,NO AFFIDAVIT,No,212,African American / Black,Male,0-19,17,2,4
1074777,04/20/2015 05:14:56 PM,IPRA,Complaint,Closed,Miscellaneous,NO AFFIDAVIT,No,212,African American / Black,Male,0-19,17,2,4
1074783,04/20/2015 08:14:39 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,624,African American / Black,Female,40-49,20,2,4
1074786,04/21/2015 06:40:55 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,832,African American / Black,Male,20-29,6,3,4
1074802,04/22/2015 08:14:25 AM,IPRA,Complaint,Closed,Excessive Force,No Finding,No,421,African American / Black,Female,30-39,8,4,4
1074804,04/22/2015 08:28:38 AM,IPRA,Complaint,Closed,Miscellaneous,No Finding,No,1822,African American / Black,Male,30-39,8,4,4
1074807,04/22/2015 09:08:06 AM,IPRA,Complaint,Closed,Excessive Force,No Finding,No,1034,African American / Black,Male,30-39,9,4,4
1074816,04/22/2015 04:29:23 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,523,African American / Black,Female,60-69,16,4,4
1074816,04/22/2015 04:29:23 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,523,African American / Black,Male,70+,16,4,4
1074822,04/22/2015 09:52:10 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,1134 | 1135,African American / Black,Male,0-19,21,4,4
1074823,04/23/2015 12:38:01 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,611,African American / Black,Male,20-29,0,5,4
1074824,04/23/2015 01:48:06 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1634,Hispanic,Male,20-29,1,5,4
1074826,04/23/2015 09:43:01 AM,IPRA,Complaint,Closed,Domestic Violence,No Finding,No,1621,White,Male,40-49,9,5,4
1074833,04/23/2015 08:57:57 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,1921 | 1112,African American / Black,Male,40-49,20,5,4
1074835,04/24/2015 12:08:26 AM,IPRA,Complaint,Closed,Domestic Violence,NOT SUSTAINED,No,812,White,Female,0-19,0,6,4
1074837,04/24/2015 01:38:51 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1623,Hispanic,Male,20-29,1,6,4
1074846,04/24/2015 06:36:31 PM,IPRA,Complaint,Pending CPD Review,Excessive Force,SUSTAINED,No,1632,White,Male,0-19,18,6,4
1074848,04/24/2015 08:30:08 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1633,White,Male,30-39,20,6,4
1074850,04/24/2015 10:49:51 PM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,421,African American / Black,Male,30-39,22,6,4
1074851,04/25/2015 03:17:50 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1132,African American / Black,Male,20-29,3,7,4
1074851,04/25/2015 03:17:50 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1132,African American / Black,Male,20-29,3,7,4
1074857,04/25/2015 09:47:57 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,722,African American / Black,Male,30-39,21,7,4
1074859,04/26/2015 12:32:38 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,611,African American / Black,Male,40-49,0,1,4
1074860,04/26/2015 02:03:46 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,2524,African American / Black,Male,0-19,2,1,4
1074861,04/26/2015 05:17:53 AM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,1724,Hispanic,Female,50-59,5,1,4
1074866,04/26/2015 05:40:56 PM,IPRA,Notification,Closed,OC Discharge,No Finding,No,1135,African American / Black,Male,30-39,17,1,4
1074867,04/26/2015 08:09:19 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,621,African American / Black,Male,0-19,20,1,4
1074880,04/27/2015 03:51:43 PM,IPRA,Complaint,Closed,Verbal Abuse,NOT SUSTAINED,No,722,African American / Black,Male,60-69,15,2,4
1074881,04/27/2015 04:01:29 PM,IPRA,Complaint,Closed,Verbal Abuse,NO AFFIDAVIT,No,3100,African American / Black,Male,40-49,16,2,4
1074886,04/27/2015 09:36:36 PM,IPRA,Complaint,Pending CPD Review,Miscellaneous,SUSTAINED,No,1621,White,Female,40-49,21,2,4
1074887,04/27/2015 09:38:30 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1022,African American / Black,Male,40-49,21,2,4
1074894,04/28/2015 12:11:18 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,523,African American / Black,Female,30-39,12,3,4
1074895,04/28/2015 02:04:23 PM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,1021,African American / Black,Female,0-19,14,3,4
1074896,04/28/2015 04:28:08 PM,IPRA,Complaint,Closed,Miscellaneous,NOT SUSTAINED,No,624,African American / Black,Female,30-39,16,3,4
1074899,04/28/2015 05:45:15 PM,IPRA,Complaint,Closed,Miscellaneous,NOT SUSTAINED,No,634,African American / Black,Male,50-59,17,3,4
1074899,04/28/2015 05:45:15 PM,IPRA,Complaint,Closed,Miscellaneous,NOT SUSTAINED,No,634,African American / Black,Male,50-59,17,3,4
1074900,04/28/2015 07:19:05 PM,IPRA,Complaint,Closed,Miscellaneous,NO AFFIDAVIT,No,1533,African American / Black,Male,0-19,19,3,4
1074902,04/28/2015 09:01:57 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,2534,African American / Black,Female,40-49,21,3,4
1074906,04/29/2015 02:33:23 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1113,African American / Black,Male,30-39,2,4,4
1074917,04/30/2015 01:30:12 PM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,1623,Hispanic,Male,0-19,13,5,4
1074917,04/30/2015 01:30:12 PM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,1623,Hispanic,Male,20-29,13,5,4
1074917,04/30/2015 01:30:12 PM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,1623,Hispanic,Male,0-19,13,5,4
1074924,04/30/2015 05:03:15 PM,IPRA,Complaint,Closed,Excessive Force,No Finding,No,2024,African American / Black,Male,20-29,17,5,4
1074926,04/30/2015 05:24:54 PM,IPRA,Complaint,Closed,Miscellaneous,UNFOUNDED,No,834,African American / Black,Female,20-29,17,5,4
1074928,04/30/2015 05:50:55 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,422,African American / Black,Male,20-29,17,5,4
1074931,04/30/2015 07:53:31 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1121,African American / Black,Female,30-39,19,5,4
1074933,05/01/2015 02:45:46 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1523,African American / Black,Male,30-39,2,6,5
1074934,05/01/2015 04:48:36 AM,IPRA,Complaint,Closed,Firearm Discharge - Hits,SUSTAINED,Yes,925,African American / Black,Male,20-29,4,6,5
1074936,05/01/2015 08:57:32 AM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,823,Hispanic,Male,30-39,8,6,5
1074937,05/01/2015 10:56:18 AM,IPRA,Complaint,Closed,Verbal Abuse,NO AFFIDAVIT,No,724,African American / Black,Male,20-29,10,6,5
1074941,05/01/2015 12:04:22 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,912,Hispanic,Male,30-39,12,6,5
1074942,05/01/2015 01:15:36 PM,IPRA,Complaint,Closed,Unnecessary Display of Weapon,UNFOUNDED,No,3100,Hispanic,Male,30-39,13,6,5
1074943,05/01/2015 01:52:46 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,234,African American / Black,Male,40-49,13,6,5
1074954,05/01/2015 09:39:37 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,1121,Hispanic,Male,20-29,21,6,5
1074955,05/01/2015 09:55:38 PM,IPRA,Complaint,Closed,Verbal Abuse,NO AFFIDAVIT,No,823,Hispanic,Female,30-39,21,6,5
1074956,05/02/2015 04:30:23 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,813,Hispanic,Male,30-39,4,7,5
1074958,05/02/2015 08:41:08 AM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,413,African American / Black,Female,40-49,8,7,5
1074967,05/03/2015 03:37:09 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,913,White,Male,20-29,3,1,5
1074975,05/03/2015 08:45:58 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,2512,Hispanic,Male,30-39,20,1,5
1074978,05/04/2015 01:01:48 AM,IPRA,Complaint,Closed,Miscellaneous,NOT SUSTAINED,No,1723,Hispanic,Male,40-49,1,2,5
1074979,05/04/2015 06:38:45 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1711,White,Male,20-29,6,2,5
1074981,05/04/2015 10:57:22 AM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,613,African American / Black,Male,20-29,10,2,5
